questLineKey	chapter	step	visibleChoiceCount	branchKey	choiceKey	label	nextEntryKeys	failureEntryKeys	convergesIntoEntryKeys	owningEntryKey	shownAtEntryKey	suspectedClassification	reason
FactionQuest_KinOfSheredyn	5	2	4	FactionQuest_KinOfSheredyn_Chapter05_Step01:branch:3	FactionQuest_KinOfSheredyn_Chapter05_Step02_Choice02ChoiceDefinition	Forgive	FactionQuest_KinOfSheredyn_Chapter06B_Step01			FactionQuest_KinOfSheredyn_Chapter05_Step01	FactionQuest_KinOfSheredyn_Chapter05_Step01	true player choice	entry-owned branch with modeled continuation target
FactionQuest_KinOfSheredyn	6	1	5			Waiting for a Miracle	FactionQuest_Mukag_Chapter06B_Step01			FactionQuest_KinOfSheredyn_Chapter06B_Step01	FactionQuest_KinOfSheredyn_Chapter06A_Step01	projection/variant of current step	projected entry variant at backend progression step
FactionQuest_KinOfSheredyn	6	1	5			A Place Called Home				FactionQuest_KinOfSheredyn02_Chapter06A_Step01	FactionQuest_KinOfSheredyn_Chapter06A_Step01	projection/variant of current step	projected entry variant at backend progression step; numeric/raw questline FactionQuest_KinOfSheredyn02 collapsed into FactionQuest_KinOfSheredyn
FactionQuest_KinOfSheredyn	6	1	5			Waiting for a Miracle				FactionQuest_KinOfSheredyn02_Chapter06B_Step01	FactionQuest_KinOfSheredyn_Chapter06A_Step01	projection/variant of current step	projected entry variant at backend progression step; numeric/raw questline FactionQuest_KinOfSheredyn02 collapsed into FactionQuest_KinOfSheredyn
FactionQuest_KinOfSheredyn	6	1	5	FactionQuest_KinOfSheredyn_Chapter06A_Step01:branch:1	FactionQuest_KinOfSheredyn_Chapter06A_Step01_Choice01ChoiceDefinition	Leave				FactionQuest_KinOfSheredyn_Chapter06A_Step01	FactionQuest_KinOfSheredyn_Chapter06A_Step01	unresolved/dead-end artifact	no next/failure/convergence target; not enough metadata to determine whether terminal, unresolved, or continuation-owned
FactionQuest_KinOfSheredyn	6	1	5	FactionQuest_KinOfSheredyn_Chapter06A_Step01:branch:2	FactionQuest_KinOfSheredyn_Chapter06A_Step01_Choice02ChoiceDefinition	Stay				FactionQuest_KinOfSheredyn_Chapter06A_Step01	FactionQuest_KinOfSheredyn_Chapter06A_Step01	unresolved/dead-end artifact	no next/failure/convergence target; not enough metadata to determine whether terminal, unresolved, or continuation-owned
FactionQuest_Aspect	2	1	4	FactionQuest_Aspect_Chapter02_Step01:branch:1	FactionQuest_Aspect_Chapter02_Step01ChoiceDefinition	Not of the Chorus				FactionQuest_Aspect_Chapter02_Step01	FactionQuest_Aspect_Chapter02_Step01	true player choice	initial Step 1 branch; continuation appears as sibling branch for Step 2, but no explicit ownership edge links them
FactionQuest_Aspect	2	1	4	FactionQuest_Aspect_Chapter02_Step01:branch:2	FactionQuest_Aspect_Chapter02_Step02_Choice01ChoiceDefinition	Provoke				FactionQuest_Aspect_Chapter02_Step01	FactionQuest_Aspect_Chapter02_Step01	branch continuation; likely wrong-path leakage	choiceKey belongs to Step 2, but frontend shows it at Step 1; current DTO has no parentBranchKey/prerequisite path to gate it
FactionQuest_Aspect	2	1	4	FactionQuest_Aspect_Chapter02_Step01:branch:3	FactionQuest_Aspect_Chapter02_Step03ChoiceDefinition	Not of the Chorus	FactionQuest_Aspect_Chapter03_Step01			FactionQuest_Aspect_Chapter02_Step01	FactionQuest_Aspect_Chapter02_Step01	branch continuation; duplicate branch; likely wrong-path leakage	choiceKey belongs to Step 3, but frontend shows it at Step 1; current DTO has no parentBranchKey/prerequisite path to gate it; duplicate display label in this visible step
FactionQuest_Aspect	2	1	4	FactionQuest_Aspect_Chapter02_Step01:branch:4	FactionQuest_Aspect_Chapter02_Step02_Choice02ChoiceDefinition	Excavate				FactionQuest_Aspect_Chapter02_Step01	FactionQuest_Aspect_Chapter02_Step01	branch continuation; likely wrong-path leakage	choiceKey belongs to Step 2, but frontend shows it at Step 1; current DTO has no parentBranchKey/prerequisite path to gate it
FactionQuest_Aspect	2	2	4	FactionQuest_Aspect_Chapter02_Step01:branch:1	FactionQuest_Aspect_Chapter02_Step01ChoiceDefinition	Not of the Chorus				FactionQuest_Aspect_Chapter02_Step01	FactionQuest_Aspect_Chapter02_Step01	true player choice	initial Step 2 branch; continuation appears as sibling branch for Step 2, but no explicit ownership edge links them
FactionQuest_Aspect	2	2	4	FactionQuest_Aspect_Chapter02_Step01:branch:2	FactionQuest_Aspect_Chapter02_Step02_Choice01ChoiceDefinition	Provoke				FactionQuest_Aspect_Chapter02_Step01	FactionQuest_Aspect_Chapter02_Step01	unresolved/dead-end artifact	no next/failure/convergence target; not enough metadata to determine whether terminal, unresolved, or continuation-owned
FactionQuest_Aspect	2	2	4	FactionQuest_Aspect_Chapter02_Step01:branch:3	FactionQuest_Aspect_Chapter02_Step03ChoiceDefinition	Not of the Chorus	FactionQuest_Aspect_Chapter03_Step01			FactionQuest_Aspect_Chapter02_Step01	FactionQuest_Aspect_Chapter02_Step01	branch continuation; duplicate branch; likely wrong-path leakage	choiceKey belongs to Step 3, but frontend shows it at Step 2; current DTO has no parentBranchKey/prerequisite path to gate it; duplicate display label in this visible step
FactionQuest_Aspect	2	2	4	FactionQuest_Aspect_Chapter02_Step01:branch:4	FactionQuest_Aspect_Chapter02_Step02_Choice02ChoiceDefinition	Excavate				FactionQuest_Aspect_Chapter02_Step01	FactionQuest_Aspect_Chapter02_Step01	unresolved/dead-end artifact	no next/failure/convergence target; not enough metadata to determine whether terminal, unresolved, or continuation-owned
FactionQuest_Aspect	2	3	4	FactionQuest_Aspect_Chapter02_Step01:branch:1	FactionQuest_Aspect_Chapter02_Step01ChoiceDefinition	Not of the Chorus				FactionQuest_Aspect_Chapter02_Step01	FactionQuest_Aspect_Chapter02_Step01	true player choice	initial Step 3 branch; continuation appears as sibling branch for Step 2, but no explicit ownership edge links them
FactionQuest_Aspect	2	3	4	FactionQuest_Aspect_Chapter02_Step01:branch:2	FactionQuest_Aspect_Chapter02_Step02_Choice01ChoiceDefinition	Provoke				FactionQuest_Aspect_Chapter02_Step01	FactionQuest_Aspect_Chapter02_Step01	unresolved/dead-end artifact	no next/failure/convergence target; not enough metadata to determine whether terminal, unresolved, or continuation-owned
FactionQuest_Aspect	2	3	4	FactionQuest_Aspect_Chapter02_Step01:branch:3	FactionQuest_Aspect_Chapter02_Step03ChoiceDefinition	Not of the Chorus	FactionQuest_Aspect_Chapter03_Step01			FactionQuest_Aspect_Chapter02_Step01	FactionQuest_Aspect_Chapter02_Step01	duplicate branch	same label appears 2 times at this visible step with distinct branch keys
FactionQuest_Aspect	2	3	4	FactionQuest_Aspect_Chapter02_Step01:branch:4	FactionQuest_Aspect_Chapter02_Step02_Choice02ChoiceDefinition	Excavate				FactionQuest_Aspect_Chapter02_Step01	FactionQuest_Aspect_Chapter02_Step01	unresolved/dead-end artifact	no next/failure/convergence target; not enough metadata to determine whether terminal, unresolved, or continuation-owned
FactionQuest_Aspect	3	1	3	FactionQuest_Aspect_Chapter03_Step01:branch:1	FactionQuest_Aspect_Chapter03_Step01ChoiceDefinition	Strangers Call				FactionQuest_Aspect_Chapter03_Step01	FactionQuest_Aspect_Chapter03_Step01	true player choice	initial Step 1 branch; continuation appears as sibling branch for Step 2, but no explicit ownership edge links them
FactionQuest_Aspect	3	1	3	FactionQuest_Aspect_Chapter03_Step01:branch:2	FactionQuest_Aspect_Chapter03_Step02ChoiceDefinition	Strangers Call				FactionQuest_Aspect_Chapter03_Step01	FactionQuest_Aspect_Chapter03_Step01	branch continuation; duplicate branch; likely wrong-path leakage	choiceKey belongs to Step 2, but frontend shows it at Step 1; current DTO has no parentBranchKey/prerequisite path to gate it; duplicate display label in this visible step
FactionQuest_Aspect	3	1	3	FactionQuest_Aspect_Chapter03_Step01:branch:3	FactionQuest_Aspect_Chapter03_Step03ChoiceDefinition	Strangers Call	FactionQuest_Aspect_Chapter04_Step01			FactionQuest_Aspect_Chapter03_Step01	FactionQuest_Aspect_Chapter03_Step01	branch continuation; duplicate branch; likely wrong-path leakage	choiceKey belongs to Step 3, but frontend shows it at Step 1; current DTO has no parentBranchKey/prerequisite path to gate it; duplicate display label in this visible step
FactionQuest_Aspect	3	2	3	FactionQuest_Aspect_Chapter03_Step01:branch:1	FactionQuest_Aspect_Chapter03_Step01ChoiceDefinition	Strangers Call				FactionQuest_Aspect_Chapter03_Step01	FactionQuest_Aspect_Chapter03_Step01	true player choice	initial Step 2 branch; continuation appears as sibling branch for Step 2, but no explicit ownership edge links them
FactionQuest_Aspect	3	2	3	FactionQuest_Aspect_Chapter03_Step01:branch:2	FactionQuest_Aspect_Chapter03_Step02ChoiceDefinition	Strangers Call				FactionQuest_Aspect_Chapter03_Step01	FactionQuest_Aspect_Chapter03_Step01	true player choice	initial Step 2 branch; continuation appears as sibling branch for Step 3, but no explicit ownership edge links them
FactionQuest_Aspect	3	2	3	FactionQuest_Aspect_Chapter03_Step01:branch:3	FactionQuest_Aspect_Chapter03_Step03ChoiceDefinition	Strangers Call	FactionQuest_Aspect_Chapter04_Step01			FactionQuest_Aspect_Chapter03_Step01	FactionQuest_Aspect_Chapter03_Step01	branch continuation; duplicate branch; likely wrong-path leakage	choiceKey belongs to Step 3, but frontend shows it at Step 2; current DTO has no parentBranchKey/prerequisite path to gate it; duplicate display label in this visible step
FactionQuest_Aspect	3	3	3	FactionQuest_Aspect_Chapter03_Step01:branch:1	FactionQuest_Aspect_Chapter03_Step01ChoiceDefinition	Strangers Call				FactionQuest_Aspect_Chapter03_Step01	FactionQuest_Aspect_Chapter03_Step01	true player choice	initial Step 3 branch; continuation appears as sibling branch for Step 2, but no explicit ownership edge links them
FactionQuest_Aspect	3	3	3	FactionQuest_Aspect_Chapter03_Step01:branch:2	FactionQuest_Aspect_Chapter03_Step02ChoiceDefinition	Strangers Call				FactionQuest_Aspect_Chapter03_Step01	FactionQuest_Aspect_Chapter03_Step01	true player choice	initial Step 3 branch; continuation appears as sibling branch for Step 3, but no explicit ownership edge links them
FactionQuest_Aspect	3	3	3	FactionQuest_Aspect_Chapter03_Step01:branch:3	FactionQuest_Aspect_Chapter03_Step03ChoiceDefinition	Strangers Call	FactionQuest_Aspect_Chapter04_Step01			FactionQuest_Aspect_Chapter03_Step01	FactionQuest_Aspect_Chapter03_Step01	duplicate branch	same label appears 3 times at this visible step with distinct branch keys
FactionQuest_Aspect	4	1	4	FactionQuest_Aspect_Chapter04_Step01:branch:1	FactionQuest_Aspect_Chapter04_Step01_Choice01ChoiceDefinition	Handover				FactionQuest_Aspect_Chapter04_Step01	FactionQuest_Aspect_Chapter04_Step01	true player choice	initial Step 1 branch; continuation appears as sibling branch for Step 2, but no explicit ownership edge links them
FactionQuest_Aspect	4	1	4	FactionQuest_Aspect_Chapter04_Step01:branch:2	FactionQuest_Aspect_Chapter04_Step02_Choice01ChoiceDefinition	A Relic of the Sages	FactionQuest_Aspect_Chapter05A_Step01			FactionQuest_Aspect_Chapter04_Step01	FactionQuest_Aspect_Chapter04_Step01	branch continuation; duplicate branch; likely wrong-path leakage	choiceKey belongs to Step 2, but frontend shows it at Step 1; current DTO has no parentBranchKey/prerequisite path to gate it; duplicate display label in this visible step
FactionQuest_Aspect	4	1	4	FactionQuest_Aspect_Chapter04_Step01:branch:3	FactionQuest_Aspect_Chapter04_Step01_Choice02ChoiceDefinition	Refuse				FactionQuest_Aspect_Chapter04_Step01	FactionQuest_Aspect_Chapter04_Step01	true player choice	initial Step 1 branch; continuation appears as sibling branch for Step 2, but no explicit ownership edge links them
FactionQuest_Aspect	4	1	4	FactionQuest_Aspect_Chapter04_Step01:branch:4	FactionQuest_Aspect_Chapter04_Step02_Choice02ChoiceDefinition	A Relic of the Sages	FactionQuest_Aspect_Chapter05B_Step01			FactionQuest_Aspect_Chapter04_Step01	FactionQuest_Aspect_Chapter04_Step01	branch continuation; duplicate branch; likely wrong-path leakage	choiceKey belongs to Step 2, but frontend shows it at Step 1; current DTO has no parentBranchKey/prerequisite path to gate it; duplicate display label in this visible step
FactionQuest_Aspect	4	2	4	FactionQuest_Aspect_Chapter04_Step01:branch:1	FactionQuest_Aspect_Chapter04_Step01_Choice01ChoiceDefinition	Handover				FactionQuest_Aspect_Chapter04_Step01	FactionQuest_Aspect_Chapter04_Step01	true player choice	initial Step 2 branch; continuation appears as sibling branch for Step 2, but no explicit ownership edge links them
FactionQuest_Aspect	4	2	4	FactionQuest_Aspect_Chapter04_Step01:branch:2	FactionQuest_Aspect_Chapter04_Step02_Choice01ChoiceDefinition	A Relic of the Sages	FactionQuest_Aspect_Chapter05A_Step01			FactionQuest_Aspect_Chapter04_Step01	FactionQuest_Aspect_Chapter04_Step01	duplicate branch	same label appears 2 times at this visible step with distinct branch keys
FactionQuest_Aspect	4	2	4	FactionQuest_Aspect_Chapter04_Step01:branch:3	FactionQuest_Aspect_Chapter04_Step01_Choice02ChoiceDefinition	Refuse				FactionQuest_Aspect_Chapter04_Step01	FactionQuest_Aspect_Chapter04_Step01	true player choice	initial Step 2 branch; continuation appears as sibling branch for Step 2, but no explicit ownership edge links them
FactionQuest_Aspect	4	2	4	FactionQuest_Aspect_Chapter04_Step01:branch:4	FactionQuest_Aspect_Chapter04_Step02_Choice02ChoiceDefinition	A Relic of the Sages	FactionQuest_Aspect_Chapter05B_Step01			FactionQuest_Aspect_Chapter04_Step01	FactionQuest_Aspect_Chapter04_Step01	duplicate branch	same label appears 2 times at this visible step with distinct branch keys
FactionQuest_Aspect	5	1	4			An Aspect Reborn	FactionQuest_Aspect_Chapter06B_Step01			FactionQuest_Aspect_Chapter05B_Step01	FactionQuest_Aspect_Chapter05A_Step01	projection/variant of current step	projected entry variant at backend progression step
FactionQuest_Aspect	5	1	4	FactionQuest_Aspect_Chapter05A_Step01:branch:1	FactionQuest_Aspect_Chapter05A_Step01ChoiceDefinition	A Tahuk's Fanaticism			FactionQuest_Aspect_Chapter06A_Step01	FactionQuest_Aspect_Chapter05A_Step01	FactionQuest_Aspect_Chapter05A_Step01	true player choice	entry-owned branch with modeled continuation target
FactionQuest_Aspect	5	1	4	FactionQuest_Aspect_Chapter05A_Step01:branch:2	FactionQuest_Aspect_Chapter05A_Step02_Choice01ChoiceDefinition	Destroy	FactionQuest_Aspect_Chapter06A_Step01		FactionQuest_Aspect_Chapter06A_Step01	FactionQuest_Aspect_Chapter05A_Step01	FactionQuest_Aspect_Chapter05A_Step01	branch continuation; likely wrong-path leakage	choiceKey belongs to Step 2, but frontend shows it at Step 1; current DTO has no parentBranchKey/prerequisite path to gate it
FactionQuest_Aspect	5	1	4	FactionQuest_Aspect_Chapter05A_Step01:branch:3	FactionQuest_Aspect_Chapter05A_Step02_Choice02ChoiceDefinition	Impose	FactionQuest_Aspect_Chapter06A_Step01		FactionQuest_Aspect_Chapter06A_Step01	FactionQuest_Aspect_Chapter05A_Step01	FactionQuest_Aspect_Chapter05A_Step01	branch continuation; likely wrong-path leakage	choiceKey belongs to Step 2, but frontend shows it at Step 1; current DTO has no parentBranchKey/prerequisite path to gate it
FactionQuest_Aspect	5	2	4			An Aspect Reborn	FactionQuest_Aspect_Chapter06B_Step01			FactionQuest_Aspect_Chapter05B_Step01	FactionQuest_Aspect_Chapter05A_Step01	projection/variant of current step	projected entry variant at backend progression step
FactionQuest_Aspect	5	2	4	FactionQuest_Aspect_Chapter05A_Step01:branch:1	FactionQuest_Aspect_Chapter05A_Step01ChoiceDefinition	A Tahuk's Fanaticism			FactionQuest_Aspect_Chapter06A_Step01	FactionQuest_Aspect_Chapter05A_Step01	FactionQuest_Aspect_Chapter05A_Step01	true player choice	entry-owned branch with modeled continuation target
FactionQuest_Aspect	5	2	4	FactionQuest_Aspect_Chapter05A_Step01:branch:2	FactionQuest_Aspect_Chapter05A_Step02_Choice01ChoiceDefinition	Destroy	FactionQuest_Aspect_Chapter06A_Step01		FactionQuest_Aspect_Chapter06A_Step01	FactionQuest_Aspect_Chapter05A_Step01	FactionQuest_Aspect_Chapter05A_Step01	true player choice	entry-owned branch with modeled continuation target
FactionQuest_Aspect	5	2	4	FactionQuest_Aspect_Chapter05A_Step01:branch:3	FactionQuest_Aspect_Chapter05A_Step02_Choice02ChoiceDefinition	Impose	FactionQuest_Aspect_Chapter06A_Step01		FactionQuest_Aspect_Chapter06A_Step01	FactionQuest_Aspect_Chapter05A_Step01	FactionQuest_Aspect_Chapter05A_Step01	true player choice	entry-owned branch with modeled continuation target
FactionQuest_Aspect	6	1	3			A Greater Harmony				FactionQuest_Aspect_Chapter06B_Step01	FactionQuest_Aspect_Chapter06A_Step01	projection/variant of current step	projected entry variant at backend progression step
FactionQuest_Aspect	6	1	3	FactionQuest_Aspect_Chapter06A_Step01:branch:1	FactionQuest_Aspect_Chapter06A_Step01ChoiceDefinition	Siblings' Fury				FactionQuest_Aspect_Chapter06A_Step01	FactionQuest_Aspect_Chapter06A_Step01	unresolved/dead-end artifact	no next/failure/convergence target; not enough metadata to determine whether terminal, unresolved, or continuation-owned; duplicate display label in this visible step
FactionQuest_Aspect	6	1	3	FactionQuest_Aspect_Chapter06A_Step01:branch:2	FactionQuest_Aspect_Chapter06A_Step02ChoiceDefinition	Siblings' Fury				FactionQuest_Aspect_Chapter06A_Step01	FactionQuest_Aspect_Chapter06A_Step01	branch continuation; duplicate branch; likely wrong-path leakage	choiceKey belongs to Step 2, but frontend shows it at Step 1; current DTO has no parentBranchKey/prerequisite path to gate it; duplicate display label in this visible step
FactionQuest_Aspect	6	2	3			A Greater Harmony				FactionQuest_Aspect_Chapter06B_Step01	FactionQuest_Aspect_Chapter06A_Step01	projection/variant of current step	projected entry variant at backend progression step
FactionQuest_Aspect	6	2	3	FactionQuest_Aspect_Chapter06A_Step01:branch:1	FactionQuest_Aspect_Chapter06A_Step01ChoiceDefinition	Siblings' Fury				FactionQuest_Aspect_Chapter06A_Step01	FactionQuest_Aspect_Chapter06A_Step01	unresolved/dead-end artifact	no next/failure/convergence target; not enough metadata to determine whether terminal, unresolved, or continuation-owned; duplicate display label in this visible step
FactionQuest_Aspect	6	2	3	FactionQuest_Aspect_Chapter06A_Step01:branch:2	FactionQuest_Aspect_Chapter06A_Step02ChoiceDefinition	Siblings' Fury				FactionQuest_Aspect_Chapter06A_Step01	FactionQuest_Aspect_Chapter06A_Step01	unresolved/dead-end artifact	no next/failure/convergence target; not enough metadata to determine whether terminal, unresolved, or continuation-owned; duplicate display label in this visible step
FactionQuest_LastLord	2	1	3	FactionQuest_LastLord_Chapter02_Step01:branch:1	FactionQuest_LastLord_Chapter02_Step01_Choice01ChoiceDefinition	Allies				FactionQuest_LastLord_Chapter02_Step01	FactionQuest_LastLord_Chapter02_Step01	unresolved/dead-end artifact	no next/failure/convergence target; not enough metadata to determine whether terminal, unresolved, or continuation-owned
FactionQuest_LastLord	2	1	3	FactionQuest_LastLord_Chapter02_Step01:branch:2	FactionQuest_LastLord_Chapter02_Step02ChoiceDefinition	A Blighted Resurrection	FactionQuest_LastLord_Chapter03_Step01			FactionQuest_LastLord_Chapter02_Step01	FactionQuest_LastLord_Chapter02_Step01	branch continuation; likely wrong-path leakage	choiceKey belongs to Step 2, but frontend shows it at Step 1; current DTO has no parentBranchKey/prerequisite path to gate it
FactionQuest_LastLord	2	1	3	FactionQuest_LastLord_Chapter02_Step01:branch:3	FactionQuest_LastLord_Chapter02_Step01_Choice02ChoiceDefinition	Materials				FactionQuest_LastLord_Chapter02_Step01	FactionQuest_LastLord_Chapter02_Step01	unresolved/dead-end artifact	no next/failure/convergence target; not enough metadata to determine whether terminal, unresolved, or continuation-owned
FactionQuest_LastLord	2	2	3	FactionQuest_LastLord_Chapter02_Step01:branch:1	FactionQuest_LastLord_Chapter02_Step01_Choice01ChoiceDefinition	Allies				FactionQuest_LastLord_Chapter02_Step01	FactionQuest_LastLord_Chapter02_Step01	unresolved/dead-end artifact	no next/failure/convergence target; not enough metadata to determine whether terminal, unresolved, or continuation-owned
FactionQuest_LastLord	2	2	3	FactionQuest_LastLord_Chapter02_Step01:branch:2	FactionQuest_LastLord_Chapter02_Step02ChoiceDefinition	A Blighted Resurrection	FactionQuest_LastLord_Chapter03_Step01			FactionQuest_LastLord_Chapter02_Step01	FactionQuest_LastLord_Chapter02_Step01	true player choice	entry-owned branch with modeled continuation target
FactionQuest_LastLord	2	2	3	FactionQuest_LastLord_Chapter02_Step01:branch:3	FactionQuest_LastLord_Chapter02_Step01_Choice02ChoiceDefinition	Materials				FactionQuest_LastLord_Chapter02_Step01	FactionQuest_LastLord_Chapter02_Step01	unresolved/dead-end artifact	no next/failure/convergence target; not enough metadata to determine whether terminal, unresolved, or continuation-owned
FactionQuest_LastLord	3	1	4	FactionQuest_LastLord_Chapter03_Step01:branch:1	FactionQuest_LastLord_Chapter03A_Step01ChoiceDefinition	Trust				FactionQuest_LastLord_Chapter03_Step01	FactionQuest_LastLord_Chapter03_Step01	true player choice	initial Step 1 branch; continuation appears as sibling branch for Step 2, but no explicit ownership edge links them
FactionQuest_LastLord	3	1	4	FactionQuest_LastLord_Chapter03_Step01:branch:2	FactionQuest_LastLord_Chapter03A_Step02ChoiceDefinition	The Fork in the Road	FactionQuest_LastLord_Chapter04A_Step01			FactionQuest_LastLord_Chapter03_Step01	FactionQuest_LastLord_Chapter03_Step01	branch continuation; duplicate branch; likely wrong-path leakage	choiceKey belongs to Step 2, but frontend shows it at Step 1; current DTO has no parentBranchKey/prerequisite path to gate it; duplicate display label in this visible step
FactionQuest_LastLord	3	1	4	FactionQuest_LastLord_Chapter03_Step01:branch:3	FactionQuest_LastLord_Chapter03B_Step02ChoiceDefinition	The Fork in the Road	FactionQuest_LastLord_Chapter04B_Step01			FactionQuest_LastLord_Chapter03_Step01	FactionQuest_LastLord_Chapter03_Step01	branch continuation; duplicate branch; likely wrong-path leakage	choiceKey belongs to Step 2, but frontend shows it at Step 1; current DTO has no parentBranchKey/prerequisite path to gate it; duplicate display label in this visible step
FactionQuest_LastLord	3	1	4	FactionQuest_LastLord_Chapter03_Step01:branch:4	FactionQuest_LastLord_Chapter03B_Step01ChoiceDefinition	Sanction				FactionQuest_LastLord_Chapter03_Step01	FactionQuest_LastLord_Chapter03_Step01	true player choice	initial Step 1 branch; continuation appears as sibling branch for Step 2, but no explicit ownership edge links them
FactionQuest_LastLord	3	2	4	FactionQuest_LastLord_Chapter03_Step01:branch:1	FactionQuest_LastLord_Chapter03A_Step01ChoiceDefinition	Trust				FactionQuest_LastLord_Chapter03_Step01	FactionQuest_LastLord_Chapter03_Step01	true player choice	initial Step 2 branch; continuation appears as sibling branch for Step 2, but no explicit ownership edge links them
FactionQuest_LastLord	3	2	4	FactionQuest_LastLord_Chapter03_Step01:branch:2	FactionQuest_LastLord_Chapter03A_Step02ChoiceDefinition	The Fork in the Road	FactionQuest_LastLord_Chapter04A_Step01			FactionQuest_LastLord_Chapter03_Step01	FactionQuest_LastLord_Chapter03_Step01	duplicate branch	same label appears 2 times at this visible step with distinct branch keys
FactionQuest_LastLord	3	2	4	FactionQuest_LastLord_Chapter03_Step01:branch:3	FactionQuest_LastLord_Chapter03B_Step02ChoiceDefinition	The Fork in the Road	FactionQuest_LastLord_Chapter04B_Step01			FactionQuest_LastLord_Chapter03_Step01	FactionQuest_LastLord_Chapter03_Step01	duplicate branch	same label appears 2 times at this visible step with distinct branch keys
FactionQuest_LastLord	3	2	4	FactionQuest_LastLord_Chapter03_Step01:branch:4	FactionQuest_LastLord_Chapter03B_Step01ChoiceDefinition	Sanction				FactionQuest_LastLord_Chapter03_Step01	FactionQuest_LastLord_Chapter03_Step01	true player choice	initial Step 2 branch; continuation appears as sibling branch for Step 2, but no explicit ownership edge links them
FactionQuest_LastLord	4	1	3			The Way of Distrust	FactionQuest_LastLord_Chapter05B_Step01			FactionQuest_LastLord_Chapter04B_Step01	FactionQuest_LastLord_Chapter04A_Step01	projection/variant of current step	projected entry variant at backend progression step
FactionQuest_LastLord	4	1	3	FactionQuest_LastLord_Chapter04A_Step01:branch:1	FactionQuest_LastLord_Chapter04A_Step01ChoiceDefinition	A Fruitful Alliance				FactionQuest_LastLord_Chapter04A_Step01	FactionQuest_LastLord_Chapter04A_Step01	true player choice	initial Step 1 branch; continuation appears as sibling branch for Step 2, but no explicit ownership edge links them
FactionQuest_LastLord	4	1	3	FactionQuest_LastLord_Chapter04A_Step01:branch:2	FactionQuest_LastLord_Chapter04A_Step02ChoiceDefinition	A Fruitful Alliance	FactionQuest_LastLord_Chapter05A_Step01			FactionQuest_LastLord_Chapter04A_Step01	FactionQuest_LastLord_Chapter04A_Step01	branch continuation; duplicate branch; likely wrong-path leakage	choiceKey belongs to Step 2, but frontend shows it at Step 1; current DTO has no parentBranchKey/prerequisite path to gate it; duplicate display label in this visible step
FactionQuest_LastLord	4	2	3			The Way of Distrust	FactionQuest_LastLord_Chapter05B_Step01			FactionQuest_LastLord_Chapter04B_Step01	FactionQuest_LastLord_Chapter04A_Step01	projection/variant of current step	projected entry variant at backend progression step
FactionQuest_LastLord	4	2	3	FactionQuest_LastLord_Chapter04A_Step01:branch:1	FactionQuest_LastLord_Chapter04A_Step01ChoiceDefinition	A Fruitful Alliance				FactionQuest_LastLord_Chapter04A_Step01	FactionQuest_LastLord_Chapter04A_Step01	true player choice	initial Step 2 branch; continuation appears as sibling branch for Step 2, but no explicit ownership edge links them
FactionQuest_LastLord	4	2	3	FactionQuest_LastLord_Chapter04A_Step01:branch:2	FactionQuest_LastLord_Chapter04A_Step02ChoiceDefinition	A Fruitful Alliance	FactionQuest_LastLord_Chapter05A_Step01			FactionQuest_LastLord_Chapter04A_Step01	FactionQuest_LastLord_Chapter04A_Step01	duplicate branch	same label appears 2 times at this visible step with distinct branch keys
FactionQuest_LastLord	5	1	3			Dark Revelations	FactionQuest_LastLord_Chapter06B_Step01			FactionQuest_LastLord_Chapter05B_Step01	FactionQuest_LastLord_Chapter05A_Step01	projection/variant of current step	projected entry variant at backend progression step
FactionQuest_LastLord	5	1	3	FactionQuest_LastLord_Chapter05A_Step01:branch:1	FactionQuest_LastLord_Chapter05A_Step01ChoiceDefinition	Deeper Studies				FactionQuest_LastLord_Chapter05A_Step01	FactionQuest_LastLord_Chapter05A_Step01	true player choice	initial Step 1 branch; continuation appears as sibling branch for Step 2, but no explicit ownership edge links them
FactionQuest_LastLord	5	1	3	FactionQuest_LastLord_Chapter05A_Step01:branch:2	FactionQuest_LastLord_Chapter05A_Step02ChoiceDefinition	Deeper Studies	FactionQuest_LastLord_Chapter06A_Step01			FactionQuest_LastLord_Chapter05A_Step01	FactionQuest_LastLord_Chapter05A_Step01	branch continuation; duplicate branch; likely wrong-path leakage	choiceKey belongs to Step 2, but frontend shows it at Step 1; current DTO has no parentBranchKey/prerequisite path to gate it; duplicate display label in this visible step
FactionQuest_LastLord	5	2	3			Dark Revelations	FactionQuest_LastLord_Chapter06B_Step01			FactionQuest_LastLord_Chapter05B_Step01	FactionQuest_LastLord_Chapter05A_Step01	projection/variant of current step	projected entry variant at backend progression step
FactionQuest_LastLord	5	2	3	FactionQuest_LastLord_Chapter05A_Step01:branch:1	FactionQuest_LastLord_Chapter05A_Step01ChoiceDefinition	Deeper Studies				FactionQuest_LastLord_Chapter05A_Step01	FactionQuest_LastLord_Chapter05A_Step01	true player choice	initial Step 2 branch; continuation appears as sibling branch for Step 2, but no explicit ownership edge links them
FactionQuest_LastLord	5	2	3	FactionQuest_LastLord_Chapter05A_Step01:branch:2	FactionQuest_LastLord_Chapter05A_Step02ChoiceDefinition	Deeper Studies	FactionQuest_LastLord_Chapter06A_Step01			FactionQuest_LastLord_Chapter05A_Step01	FactionQuest_LastLord_Chapter05A_Step01	duplicate branch	same label appears 2 times at this visible step with distinct branch keys
